month_end,condition,demographics_type,demographics_values,rate_per_100000_visits
2022-02,Suspected Suicide Attempts,Total,All,191
2022-01,Suspected Suicide Attempts,Age,12-17 years,888
2022-01,Suspected Suicide Attempts,Age,18-34 years,241
2022-01,Suspected Suicide Attempts,Age,35-64 years,120
2022-01,Suspected Suicide Attempts,Age,65+ years,29
2022-01,Suspected Suicide Attempts,Age,All,155
2022-01,Suspected Suicide Attempts,RaceEthnicity,AI/AN,311
2022-01,Suspected Suicide Attempts,RaceEthnicity,All,155
2022-01,Suspected Suicide Attempts,RaceEthnicity,Asian,132
2022-01,Suspected Suicide Attempts,RaceEthnicity,Black,109
2022-01,Suspected Suicide Attempts,RaceEthnicity,Hispanic,155
2022-01,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,147
2022-01,Suspected Suicide Attempts,RaceEthnicity,NHOPI,164
2022-01,Suspected Suicide Attempts,RaceEthnicity,White,176
2022-01,Suspected Suicide Attempts,Sex,All,155
2022-01,Suspected Suicide Attempts,Sex,Female,173
2022-01,Suspected Suicide Attempts,Sex,Male,136
2022-01,Suspected Suicide Attempts,Total,All,155
2021-12,Suspected Suicide Attempts,Age,12-17 years,772
2021-12,Suspected Suicide Attempts,Age,18-34 years,217
2021-12,Suspected Suicide Attempts,Age,35-64 years,108
2021-12,Suspected Suicide Attempts,Age,65+ years,28
2021-12,Suspected Suicide Attempts,Age,All,137
2021-12,Suspected Suicide Attempts,RaceEthnicity,AI/AN,290
2021-12,Suspected Suicide Attempts,RaceEthnicity,All,137
2021-12,Suspected Suicide Attempts,RaceEthnicity,Asian,115
2021-12,Suspected Suicide Attempts,RaceEthnicity,Black,103
2021-12,Suspected Suicide Attempts,RaceEthnicity,Hispanic,130
2021-12,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,128
2021-12,Suspected Suicide Attempts,RaceEthnicity,NHOPI,179
2021-12,Suspected Suicide Attempts,RaceEthnicity,White,156
2021-12,Suspected Suicide Attempts,Sex,All,137
2021-12,Suspected Suicide Attempts,Sex,Female,153
2021-12,Suspected Suicide Attempts,Sex,Male,120
2021-12,Suspected Suicide Attempts,Total,All,137
2021-11,Suspected Suicide Attempts,Age,12-17 years,986
2021-11,Suspected Suicide Attempts,Age,18-34 years,266
2021-11,Suspected Suicide Attempts,Age,35-64 years,121
2021-11,Suspected Suicide Attempts,Age,65+ years,28
2021-11,Suspected Suicide Attempts,Age,All,165
2021-11,Suspected Suicide Attempts,RaceEthnicity,AI/AN,352
2021-11,Suspected Suicide Attempts,RaceEthnicity,All,165
2021-11,Suspected Suicide Attempts,RaceEthnicity,Asian,146
2021-11,Suspected Suicide Attempts,RaceEthnicity,Black,126
2021-11,Suspected Suicide Attempts,RaceEthnicity,Hispanic,171
2021-11,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,147
2021-11,Suspected Suicide Attempts,RaceEthnicity,NHOPI,149
2021-11,Suspected Suicide Attempts,RaceEthnicity,White,182
2021-11,Suspected Suicide Attempts,Sex,All,165
2021-11,Suspected Suicide Attempts,Sex,Female,192
2021-11,Suspected Suicide Attempts,Sex,Male,136
2021-11,Suspected Suicide Attempts,Total,All,165
2021-10,Suspected Suicide Attempts,Age,12-17 years,878
2021-10,Suspected Suicide Attempts,Age,18-34 years,268
2021-10,Suspected Suicide Attempts,Age,35-64 years,127
2021-10,Suspected Suicide Attempts,Age,65+ years,30
2021-10,Suspected Suicide Attempts,Age,All,166
2021-10,Suspected Suicide Attempts,RaceEthnicity,AI/AN,289
2021-10,Suspected Suicide Attempts,RaceEthnicity,All,166
2021-10,Suspected Suicide Attempts,RaceEthnicity,Asian,155
2021-10,Suspected Suicide Attempts,RaceEthnicity,Black,127
2021-10,Suspected Suicide Attempts,RaceEthnicity,Hispanic,169
2021-10,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,146
2021-10,Suspected Suicide Attempts,RaceEthnicity,NHOPI,160
2021-10,Suspected Suicide Attempts,RaceEthnicity,White,186
2021-10,Suspected Suicide Attempts,Sex,All,166
2021-10,Suspected Suicide Attempts,Sex,Female,191
2021-10,Suspected Suicide Attempts,Sex,Male,141
2021-10,Suspected Suicide Attempts,Total,All,166
2021-09,Suspected Suicide Attempts,Age,12-17 years,776
2021-09,Suspected Suicide Attempts,Age,18-34 years,240
2021-09,Suspected Suicide Attempts,Age,35-64 years,120
2021-09,Suspected Suicide Attempts,Age,65+ years,32
2021-09,Suspected Suicide Attempts,Age,All,155
2021-09,Suspected Suicide Attempts,RaceEthnicity,AI/AN,255
2021-09,Suspected Suicide Attempts,RaceEthnicity,All,155
2021-09,Suspected Suicide Attempts,RaceEthnicity,Asian,139
2021-09,Suspected Suicide Attempts,RaceEthnicity,Black,114
2021-09,Suspected Suicide Attempts,RaceEthnicity,Hispanic,163
2021-09,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,136
2021-09,Suspected Suicide Attempts,RaceEthnicity,NHOPI,149
2021-09,Suspected Suicide Attempts,RaceEthnicity,White,176
2021-09,Suspected Suicide Attempts,Sex,All,155
2021-09,Suspected Suicide Attempts,Sex,Female,180
2021-09,Suspected Suicide Attempts,Sex,Male,130
2021-09,Suspected Suicide Attempts,Total,All,155
2021-08,Suspected Suicide Attempts,Age,12-17 years,628
2021-08,Suspected Suicide Attempts,Age,18-34 years,213
2021-08,Suspected Suicide Attempts,Age,35-64 years,116
2021-08,Suspected Suicide Attempts,Age,65+ years,30
2021-08,Suspected Suicide Attempts,Age,All,135
2021-08,Suspected Suicide Attempts,RaceEthnicity,AI/AN,260
2021-08,Suspected Suicide Attempts,RaceEthnicity,All,135
2021-08,Suspected Suicide Attempts,RaceEthnicity,Asian,116
2021-08,Suspected Suicide Attempts,RaceEthnicity,Black,97
2021-08,Suspected Suicide Attempts,RaceEthnicity,Hispanic,142
2021-08,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,129
2021-08,Suspected Suicide Attempts,RaceEthnicity,NHOPI,150
2021-08,Suspected Suicide Attempts,RaceEthnicity,White,152
2021-08,Suspected Suicide Attempts,Sex,All,135
2021-08,Suspected Suicide Attempts,Sex,Female,151
2021-08,Suspected Suicide Attempts,Sex,Male,121
2021-08,Suspected Suicide Attempts,Total,All,135
2021-07,Suspected Suicide Attempts,Age,12-17 years,728
2021-07,Suspected Suicide Attempts,Age,18-34 years,226
2021-07,Suspected Suicide Attempts,Age,35-64 years,119
2021-07,Suspected Suicide Attempts,Age,65+ years,32
2021-07,Suspected Suicide Attempts,Age,All,140
2021-07,Suspected Suicide Attempts,RaceEthnicity,AI/AN,312
2021-07,Suspected Suicide Attempts,RaceEthnicity,All,140
2021-07,Suspected Suicide Attempts,RaceEthnicity,Asian,116
2021-07,Suspected Suicide Attempts,RaceEthnicity,Black,102
2021-07,Suspected Suicide Attempts,RaceEthnicity,Hispanic,153
2021-07,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,127
2021-07,Suspected Suicide Attempts,RaceEthnicity,NHOPI,162
2021-07,Suspected Suicide Attempts,RaceEthnicity,White,156
2021-07,Suspected Suicide Attempts,Sex,All,140
2021-07,Suspected Suicide Attempts,Sex,Female,154
2021-07,Suspected Suicide Attempts,Sex,Male,126
2021-07,Suspected Suicide Attempts,Total,All,140
2021-06,Suspected Suicide Attempts,Age,12-17 years,846
2021-06,Suspected Suicide Attempts,Age,18-34 years,243
2021-06,Suspected Suicide Attempts,Age,35-64 years,127
2021-06,Suspected Suicide Attempts,Age,65+ years,32
2021-06,Suspected Suicide Attempts,Age,All,152
2021-06,Suspected Suicide Attempts,RaceEthnicity,AI/AN,300
2021-06,Suspected Suicide Attempts,RaceEthnicity,All,152
2021-06,Suspected Suicide Attempts,RaceEthnicity,Asian,133
2021-06,Suspected Suicide Attempts,RaceEthnicity,Black,112
2021-06,Suspected Suicide Attempts,RaceEthnicity,Hispanic,163
2021-06,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,146
2021-06,Suspected Suicide Attempts,RaceEthnicity,NHOPI,114
2021-06,Suspected Suicide Attempts,RaceEthnicity,White,168
2021-06,Suspected Suicide Attempts,Sex,All,152
2021-06,Suspected Suicide Attempts,Sex,Female,170
2021-06,Suspected Suicide Attempts,Sex,Male,135
2021-06,Suspected Suicide Attempts,Total,All,152
2021-05,Suspected Suicide Attempts,Age,12-17 years,1056
2021-05,Suspected Suicide Attempts,Age,18-34 years,255
2021-05,Suspected Suicide Attempts,Age,35-64 years,122
2021-05,Suspected Suicide Attempts,Age,65+ years,32
2021-05,Suspected Suicide Attempts,Age,All,168
2021-05,Suspected Suicide Attempts,RaceEthnicity,AI/AN,359
2021-05,Suspected Suicide Attempts,RaceEthnicity,All,168
2021-05,Suspected Suicide Attempts,RaceEthnicity,Asian,143
2021-05,Suspected Suicide Attempts,RaceEthnicity,Black,117
2021-05,Suspected Suicide Attempts,RaceEthnicity,Hispanic,177
2021-05,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,170
2021-05,Suspected Suicide Attempts,RaceEthnicity,NHOPI,195
2021-05,Suspected Suicide Attempts,RaceEthnicity,White,186
2021-05,Suspected Suicide Attempts,Sex,All,168
2021-05,Suspected Suicide Attempts,Sex,Female,194
2021-05,Suspected Suicide Attempts,Sex,Male,141
2021-05,Suspected Suicide Attempts,Total,All,168
2021-04,Suspected Suicide Attempts,Age,12-17 years,1093
2021-04,Suspected Suicide Attempts,Age,18-34 years,243
2021-04,Suspected Suicide Attempts,Age,35-64 years,114
2021-04,Suspected Suicide Attempts,Age,65+ years,27
2021-04,Suspected Suicide Attempts,Age,All,164
2021-04,Suspected Suicide Attempts,RaceEthnicity,AI/AN,309
2021-04,Suspected Suicide Attempts,RaceEthnicity,All,164
2021-04,Suspected Suicide Attempts,RaceEthnicity,Asian,156
2021-04,Suspected Suicide Attempts,RaceEthnicity,Black,117
2021-04,Suspected Suicide Attempts,RaceEthnicity,Hispanic,186
2021-04,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,163
2021-04,Suspected Suicide Attempts,RaceEthnicity,NHOPI,177
2021-04,Suspected Suicide Attempts,RaceEthnicity,White,180
2021-04,Suspected Suicide Attempts,Sex,All,164
2021-04,Suspected Suicide Attempts,Sex,Female,193
2021-04,Suspected Suicide Attempts,Sex,Male,135
2021-04,Suspected Suicide Attempts,Total,All,164
2021-03,Suspected Suicide Attempts,Age,12-17 years,1168
2021-03,Suspected Suicide Attempts,Age,18-34 years,263
2021-03,Suspected Suicide Attempts,Age,35-64 years,126
2021-03,Suspected Suicide Attempts,Age,65+ years,30
2021-03,Suspected Suicide Attempts,Age,All,176
2021-03,Suspected Suicide Attempts,RaceEthnicity,AI/AN,345
2021-03,Suspected Suicide Attempts,RaceEthnicity,All,176
2021-03,Suspected Suicide Attempts,RaceEthnicity,Asian,200
2021-03,Suspected Suicide Attempts,RaceEthnicity,Black,124
2021-03,Suspected Suicide Attempts,RaceEthnicity,Hispanic,192
2021-03,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,171
2021-03,Suspected Suicide Attempts,RaceEthnicity,NHOPI,213
2021-03,Suspected Suicide Attempts,RaceEthnicity,White,192
2021-03,Suspected Suicide Attempts,Sex,All,176
2021-03,Suspected Suicide Attempts,Sex,Female,203
2021-03,Suspected Suicide Attempts,Sex,Male,148
2021-03,Suspected Suicide Attempts,Total,All,176
2021-02,Suspected Suicide Attempts,Age,12-17 years,1352
2021-02,Suspected Suicide Attempts,Age,18-34 years,290
2021-02,Suspected Suicide Attempts,Age,35-64 years,131
2021-02,Suspected Suicide Attempts,Age,65+ years,31
2021-02,Suspected Suicide Attempts,Age,All,191
2021-02,Suspected Suicide Attempts,RaceEthnicity,AI/AN,355
2021-02,Suspected Suicide Attempts,RaceEthnicity,All,191
2021-02,Suspected Suicide Attempts,RaceEthnicity,Asian,194
2021-02,Suspected Suicide Attempts,RaceEthnicity,Black,136
2021-02,Suspected Suicide Attempts,RaceEthnicity,Hispanic,217
2021-02,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,188
2021-02,Suspected Suicide Attempts,RaceEthnicity,NHOPI,251
2021-02,Suspected Suicide Attempts,RaceEthnicity,White,209
2021-02,Suspected Suicide Attempts,Sex,All,191
2021-02,Suspected Suicide Attempts,Sex,Female,220
2021-02,Suspected Suicide Attempts,Sex,Male,161
2021-02,Suspected Suicide Attempts,Total,All,191
2021-01,Suspected Suicide Attempts,Age,12-17 years,1166
2021-01,Suspected Suicide Attempts,Age,18-34 years,266
2021-01,Suspected Suicide Attempts,Age,35-64 years,126
2021-01,Suspected Suicide Attempts,Age,65+ years,27
2021-01,Suspected Suicide Attempts,Age,All,173
2021-01,Suspected Suicide Attempts,RaceEthnicity,AI/AN,390
2021-01,Suspected Suicide Attempts,RaceEthnicity,All,173
2021-01,Suspected Suicide Attempts,RaceEthnicity,Asian,158
2021-01,Suspected Suicide Attempts,RaceEthnicity,Black,123
2021-01,Suspected Suicide Attempts,RaceEthnicity,Hispanic,190
2021-01,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,183
2021-01,Suspected Suicide Attempts,RaceEthnicity,NHOPI,212
2021-01,Suspected Suicide Attempts,RaceEthnicity,White,193
2021-01,Suspected Suicide Attempts,Sex,All,173
2021-01,Suspected Suicide Attempts,Sex,Female,196
2021-01,Suspected Suicide Attempts,Sex,Male,149
2021-01,Suspected Suicide Attempts,Total,All,173
2020-12,Suspected Suicide Attempts,Age,12-17 years,1069
2020-12,Suspected Suicide Attempts,Age,18-34 years,263
2020-12,Suspected Suicide Attempts,Age,35-64 years,121
2020-12,Suspected Suicide Attempts,Age,65+ years,27
2020-12,Suspected Suicide Attempts,Age,All,162
2020-12,Suspected Suicide Attempts,RaceEthnicity,AI/AN,368
2020-12,Suspected Suicide Attempts,RaceEthnicity,All,162
2020-12,Suspected Suicide Attempts,RaceEthnicity,Asian,155
2020-12,Suspected Suicide Attempts,RaceEthnicity,Black,123
2020-12,Suspected Suicide Attempts,RaceEthnicity,Hispanic,189
2020-12,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,164
2020-12,Suspected Suicide Attempts,RaceEthnicity,NHOPI,192
2020-12,Suspected Suicide Attempts,RaceEthnicity,White,178
2020-12,Suspected Suicide Attempts,Sex,All,162
2020-12,Suspected Suicide Attempts,Sex,Female,177
2020-12,Suspected Suicide Attempts,Sex,Male,147
2020-12,Suspected Suicide Attempts,Total,All,162
2020-11,Suspected Suicide Attempts,Age,12-17 years,1132
2020-11,Suspected Suicide Attempts,Age,18-34 years,265
2020-11,Suspected Suicide Attempts,Age,35-64 years,123
2020-11,Suspected Suicide Attempts,Age,65+ years,29
2020-11,Suspected Suicide Attempts,Age,All,172
2020-11,Suspected Suicide Attempts,RaceEthnicity,AI/AN,355
2020-11,Suspected Suicide Attempts,RaceEthnicity,All,172
2020-11,Suspected Suicide Attempts,RaceEthnicity,Asian,166
2020-11,Suspected Suicide Attempts,RaceEthnicity,Black,126
2020-11,Suspected Suicide Attempts,RaceEthnicity,Hispanic,189
2020-11,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,190
2020-11,Suspected Suicide Attempts,RaceEthnicity,NHOPI,195
2020-11,Suspected Suicide Attempts,RaceEthnicity,White,191
2020-11,Suspected Suicide Attempts,Sex,All,172
2020-11,Suspected Suicide Attempts,Sex,Female,194
2020-11,Suspected Suicide Attempts,Sex,Male,149
2020-11,Suspected Suicide Attempts,Total,All,172
2020-10,Suspected Suicide Attempts,Age,12-17 years,1040
2020-10,Suspected Suicide Attempts,Age,18-34 years,270
2020-10,Suspected Suicide Attempts,Age,35-64 years,129
2020-10,Suspected Suicide Attempts,Age,65+ years,30
2020-10,Suspected Suicide Attempts,Age,All,176
2020-10,Suspected Suicide Attempts,RaceEthnicity,AI/AN,312
2020-10,Suspected Suicide Attempts,RaceEthnicity,All,176
2020-10,Suspected Suicide Attempts,RaceEthnicity,Asian,188
2020-10,Suspected Suicide Attempts,RaceEthnicity,Black,130
2020-10,Suspected Suicide Attempts,RaceEthnicity,Hispanic,194
2020-10,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,194
2020-10,Suspected Suicide Attempts,RaceEthnicity,NHOPI,176
2020-10,Suspected Suicide Attempts,RaceEthnicity,White,197
2020-10,Suspected Suicide Attempts,Sex,All,176
2020-10,Suspected Suicide Attempts,Sex,Female,198
2020-10,Suspected Suicide Attempts,Sex,Male,152
2020-10,Suspected Suicide Attempts,Total,All,176
2020-09,Suspected Suicide Attempts,Age,12-17 years,985
2020-09,Suspected Suicide Attempts,Age,18-34 years,266
2020-09,Suspected Suicide Attempts,Age,35-64 years,137
2020-09,Suspected Suicide Attempts,Age,65+ years,32
2020-09,Suspected Suicide Attempts,Age,All,176
2020-09,Suspected Suicide Attempts,RaceEthnicity,AI/AN,342
2020-09,Suspected Suicide Attempts,RaceEthnicity,All,176
2020-09,Suspected Suicide Attempts,RaceEthnicity,Asian,170
2020-09,Suspected Suicide Attempts,RaceEthnicity,Black,128
2020-09,Suspected Suicide Attempts,RaceEthnicity,Hispanic,201
2020-09,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,182
2020-09,Suspected Suicide Attempts,RaceEthnicity,NHOPI,173
2020-09,Suspected Suicide Attempts,RaceEthnicity,White,197
2020-09,Suspected Suicide Attempts,Sex,All,176
2020-09,Suspected Suicide Attempts,Sex,Female,198
2020-09,Suspected Suicide Attempts,Sex,Male,152
2020-09,Suspected Suicide Attempts,Total,All,176
2020-08,Suspected Suicide Attempts,Age,12-17 years,835
2020-08,Suspected Suicide Attempts,Age,18-34 years,259
2020-08,Suspected Suicide Attempts,Age,35-64 years,138
2020-08,Suspected Suicide Attempts,Age,65+ years,34
2020-08,Suspected Suicide Attempts,Age,All,165
2020-08,Suspected Suicide Attempts,RaceEthnicity,AI/AN,313
2020-08,Suspected Suicide Attempts,RaceEthnicity,All,165
2020-08,Suspected Suicide Attempts,RaceEthnicity,Asian,145
2020-08,Suspected Suicide Attempts,RaceEthnicity,Black,124
2020-08,Suspected Suicide Attempts,RaceEthnicity,Hispanic,192
2020-08,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,180
2020-08,Suspected Suicide Attempts,RaceEthnicity,NHOPI,189
2020-08,Suspected Suicide Attempts,RaceEthnicity,White,184
2020-08,Suspected Suicide Attempts,Sex,All,165
2020-08,Suspected Suicide Attempts,Sex,Female,181
2020-08,Suspected Suicide Attempts,Sex,Male,149
2020-08,Suspected Suicide Attempts,Total,All,165
2020-07,Suspected Suicide Attempts,Age,12-17 years,742
2020-07,Suspected Suicide Attempts,Age,18-34 years,245
2020-07,Suspected Suicide Attempts,Age,35-64 years,134
2020-07,Suspected Suicide Attempts,Age,65+ years,34
2020-07,Suspected Suicide Attempts,Age,All,158
2020-07,Suspected Suicide Attempts,RaceEthnicity,AI/AN,307
2020-07,Suspected Suicide Attempts,RaceEthnicity,All,158
2020-07,Suspected Suicide Attempts,RaceEthnicity,Asian,146
2020-07,Suspected Suicide Attempts,RaceEthnicity,Black,115
2020-07,Suspected Suicide Attempts,RaceEthnicity,Hispanic,169
2020-07,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,151
2020-07,Suspected Suicide Attempts,RaceEthnicity,NHOPI,254
2020-07,Suspected Suicide Attempts,RaceEthnicity,White,179
2020-07,Suspected Suicide Attempts,Sex,All,158
2020-07,Suspected Suicide Attempts,Sex,Female,171
2020-07,Suspected Suicide Attempts,Sex,Male,144
2020-07,Suspected Suicide Attempts,Total,All,158
2020-06,Suspected Suicide Attempts,Age,12-17 years,763
2020-06,Suspected Suicide Attempts,Age,18-34 years,260
2020-06,Suspected Suicide Attempts,Age,35-64 years,141
2020-06,Suspected Suicide Attempts,Age,65+ years,33
2020-06,Suspected Suicide Attempts,Age,All,163
2020-06,Suspected Suicide Attempts,RaceEthnicity,AI/AN,306
2020-06,Suspected Suicide Attempts,RaceEthnicity,All,163
2020-06,Suspected Suicide Attempts,RaceEthnicity,Asian,149
2020-06,Suspected Suicide Attempts,RaceEthnicity,Black,121
2020-06,Suspected Suicide Attempts,RaceEthnicity,Hispanic,177
2020-06,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,172
2020-06,Suspected Suicide Attempts,RaceEthnicity,NHOPI,199
2020-06,Suspected Suicide Attempts,RaceEthnicity,White,183
2020-06,Suspected Suicide Attempts,Sex,All,163
2020-06,Suspected Suicide Attempts,Sex,Female,174
2020-06,Suspected Suicide Attempts,Sex,Male,152
2020-06,Suspected Suicide Attempts,Total,All,163
2020-05,Suspected Suicide Attempts,Age,12-17 years,1053
2020-05,Suspected Suicide Attempts,Age,18-34 years,310
2020-05,Suspected Suicide Attempts,Age,35-64 years,155
2020-05,Suspected Suicide Attempts,Age,65+ years,34
2020-05,Suspected Suicide Attempts,Age,All,188
2020-05,Suspected Suicide Attempts,RaceEthnicity,AI/AN,372
2020-05,Suspected Suicide Attempts,RaceEthnicity,All,188
2020-05,Suspected Suicide Attempts,RaceEthnicity,Asian,173
2020-05,Suspected Suicide Attempts,RaceEthnicity,Black,137
2020-05,Suspected Suicide Attempts,RaceEthnicity,Hispanic,214
2020-05,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,201
2020-05,Suspected Suicide Attempts,RaceEthnicity,NHOPI,134
2020-05,Suspected Suicide Attempts,RaceEthnicity,White,210
2020-05,Suspected Suicide Attempts,Sex,All,188
2020-05,Suspected Suicide Attempts,Sex,Female,205
2020-05,Suspected Suicide Attempts,Sex,Male,170
2020-05,Suspected Suicide Attempts,Total,All,188
2020-04,Suspected Suicide Attempts,Age,12-17 years,1302
2020-04,Suspected Suicide Attempts,Age,18-34 years,329
2020-04,Suspected Suicide Attempts,Age,35-64 years,163
2020-04,Suspected Suicide Attempts,Age,65+ years,36
2020-04,Suspected Suicide Attempts,Age,All,201
2020-04,Suspected Suicide Attempts,RaceEthnicity,AI/AN,391
2020-04,Suspected Suicide Attempts,RaceEthnicity,All,201
2020-04,Suspected Suicide Attempts,RaceEthnicity,Asian,153
2020-04,Suspected Suicide Attempts,RaceEthnicity,Black,142
2020-04,Suspected Suicide Attempts,RaceEthnicity,Hispanic,221
2020-04,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,210
2020-04,Suspected Suicide Attempts,RaceEthnicity,NHOPI,230
2020-04,Suspected Suicide Attempts,RaceEthnicity,White,234
2020-04,Suspected Suicide Attempts,Sex,All,201
2020-04,Suspected Suicide Attempts,Sex,Female,220
2020-04,Suspected Suicide Attempts,Sex,Male,181
2020-04,Suspected Suicide Attempts,Total,All,201
2020-03,Suspected Suicide Attempts,Age,12-17 years,775
2020-03,Suspected Suicide Attempts,Age,18-34 years,234
2020-03,Suspected Suicide Attempts,Age,35-64 years,127
2020-03,Suspected Suicide Attempts,Age,65+ years,32
2020-03,Suspected Suicide Attempts,Age,All,150
2020-03,Suspected Suicide Attempts,RaceEthnicity,AI/AN,355
2020-03,Suspected Suicide Attempts,RaceEthnicity,All,150
2020-03,Suspected Suicide Attempts,RaceEthnicity,Asian,123
2020-03,Suspected Suicide Attempts,RaceEthnicity,Black,103
2020-03,Suspected Suicide Attempts,RaceEthnicity,Hispanic,158
2020-03,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,140
2020-03,Suspected Suicide Attempts,RaceEthnicity,NHOPI,142
2020-03,Suspected Suicide Attempts,RaceEthnicity,White,183
2020-03,Suspected Suicide Attempts,Sex,All,150
2020-03,Suspected Suicide Attempts,Sex,Female,160
2020-03,Suspected Suicide Attempts,Sex,Male,140
2020-03,Suspected Suicide Attempts,Total,All,150
2020-02,Suspected Suicide Attempts,Age,12-17 years,643
2020-02,Suspected Suicide Attempts,Age,18-34 years,236
2020-02,Suspected Suicide Attempts,Age,35-64 years,120
2020-02,Suspected Suicide Attempts,Age,65+ years,27
2020-02,Suspected Suicide Attempts,Age,All,141
2020-02,Suspected Suicide Attempts,RaceEthnicity,AI/AN,280
2020-02,Suspected Suicide Attempts,RaceEthnicity,All,141
2020-02,Suspected Suicide Attempts,RaceEthnicity,Asian,106
2020-02,Suspected Suicide Attempts,RaceEthnicity,Black,102
2020-02,Suspected Suicide Attempts,RaceEthnicity,Hispanic,144
2020-02,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,131
2020-02,Suspected Suicide Attempts,RaceEthnicity,NHOPI,161
2020-02,Suspected Suicide Attempts,RaceEthnicity,White,171
2020-02,Suspected Suicide Attempts,Sex,All,141
2020-02,Suspected Suicide Attempts,Sex,Female,152
2020-02,Suspected Suicide Attempts,Sex,Male,130
2020-02,Suspected Suicide Attempts,Total,All,141
2020-01,Suspected Suicide Attempts,Age,12-17 years,612
2020-01,Suspected Suicide Attempts,Age,18-34 years,221
2020-01,Suspected Suicide Attempts,Age,35-64 years,118
2020-01,Suspected Suicide Attempts,Age,65+ years,25
2020-01,Suspected Suicide Attempts,Age,All,134
2020-01,Suspected Suicide Attempts,RaceEthnicity,AI/AN,256
2020-01,Suspected Suicide Attempts,RaceEthnicity,All,134
2020-01,Suspected Suicide Attempts,RaceEthnicity,Asian,106
2020-01,Suspected Suicide Attempts,RaceEthnicity,Black,99
2020-01,Suspected Suicide Attempts,RaceEthnicity,Hispanic,134
2020-01,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,131
2020-01,Suspected Suicide Attempts,RaceEthnicity,NHOPI,158
2020-01,Suspected Suicide Attempts,RaceEthnicity,White,161
2020-01,Suspected Suicide Attempts,Sex,All,134
2020-01,Suspected Suicide Attempts,Sex,Female,142
2020-01,Suspected Suicide Attempts,Sex,Male,127
2020-01,Suspected Suicide Attempts,Total,All,134
2019-12,Suspected Suicide Attempts,Age,12-17 years,526
2019-12,Suspected Suicide Attempts,Age,18-34 years,215
2019-12,Suspected Suicide Attempts,Age,35-64 years,116
2019-12,Suspected Suicide Attempts,Age,65+ years,24
2019-12,Suspected Suicide Attempts,Age,All,123
2019-12,Suspected Suicide Attempts,RaceEthnicity,AI/AN,268
2019-12,Suspected Suicide Attempts,RaceEthnicity,All,123
2019-12,Suspected Suicide Attempts,RaceEthnicity,Asian,107
2019-12,Suspected Suicide Attempts,RaceEthnicity,Black,90
2019-12,Suspected Suicide Attempts,RaceEthnicity,Hispanic,136
2019-12,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,119
2019-12,Suspected Suicide Attempts,RaceEthnicity,NHOPI,128
2019-12,Suspected Suicide Attempts,RaceEthnicity,White,144
2019-12,Suspected Suicide Attempts,Sex,All,123
2019-12,Suspected Suicide Attempts,Sex,Female,129
2019-12,Suspected Suicide Attempts,Sex,Male,119
2019-12,Suspected Suicide Attempts,Total,All,123
2019-11,Suspected Suicide Attempts,Age,12-17 years,573
2019-11,Suspected Suicide Attempts,Age,18-34 years,230
2019-11,Suspected Suicide Attempts,Age,35-64 years,123
2019-11,Suspected Suicide Attempts,Age,65+ years,24
2019-11,Suspected Suicide Attempts,Age,All,134
2019-11,Suspected Suicide Attempts,RaceEthnicity,AI/AN,278
2019-11,Suspected Suicide Attempts,RaceEthnicity,All,134
2019-11,Suspected Suicide Attempts,RaceEthnicity,Asian,118
2019-11,Suspected Suicide Attempts,RaceEthnicity,Black,95
2019-11,Suspected Suicide Attempts,RaceEthnicity,Hispanic,136
2019-11,Suspected Suicide Attempts,RaceEthnicity,Multiple/Other,127
2019-11,Suspected Suicide Attempts,RaceEthnicity,NHOPI,158
2019-11,Suspected Suicide Attempts,RaceEthnicity,White,161
2019-11,Suspected Suicide Attempts,Sex,All,134
2019-11,Suspected Suicide Attempts,Sex,Female,142
2019-11,Suspected Suicide Attempts,Sex,Male,128
2019-11,Suspected Suicide Attempts,Total,All,134
2019-10,Suspected Suicide Attempts,Age,12-17 years,564
